"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12058","navigateToTableAndSearchBy","Training web Test Suite (0)","Tue Nov 26 22:11:32 GMT 2024","passed","Tue Nov 26 22:11:44 GMT 2024","co.com.training.web.tests.FilteringOptionsTests","My First Test","co.com.training.web.tests.FilteringOptionsTests","navigateToTableAndSearchBy"
"","11862","failedUserNameRegistration","Training web Test Suite","Tue Nov 26 22:11:18 GMT 2024","passed","Tue Nov 26 22:11:29 GMT 2024","co.com.training.web.tests.RegistrationLoginTests","My Registration Test","co.com.training.web.tests.RegistrationLoginTests","failedUserNameRegistration"
"","10681","filterBy","Training web Test Suite","Tue Nov 26 22:10:37 GMT 2024","passed","Tue Nov 26 22:10:48 GMT 2024","co.com.training.web.tests.FilteringOptionsTests","Filtering Options Test","co.com.training.web.tests.FilteringOptionsTests","filterBy"
"","13090","failedPasswordRegistration","Training web Test Suite","Tue Nov 26 22:11:03 GMT 2024","passed","Tue Nov 26 22:11:16 GMT 2024","co.com.training.web.tests.RegistrationLoginTests","My Registration Test","co.com.training.web.tests.RegistrationLoginTests","failedPasswordRegistration"
"","11805","filterBy","Training web Test Suite","Tue Nov 26 22:10:24 GMT 2024","passed","Tue Nov 26 22:10:36 GMT 2024","co.com.training.web.tests.FilteringOptionsTests","Filtering Options Test","co.com.training.web.tests.FilteringOptionsTests","filterBy"
"","10814","navigateToTableAndSearchBy","Training web Test Suite","Tue Nov 26 22:10:50 GMT 2024","passed","Tue Nov 26 22:11:00 GMT 2024","co.com.training.web.tests.FilteringOptionsTests","Filtering Options Test","co.com.training.web.tests.FilteringOptionsTests","navigateToTableAndSearchBy"
