"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11905","failedUserNameRegistration","Training web Test Suite","Mon Dec 16 21:47:06 GMT 2024","passed","Mon Dec 16 21:47:18 GMT 2024","co.com.training.web.tests.RegistrationLoginTests","My Registration Test","co.com.training.web.tests.RegistrationLoginTests","failedUserNameRegistration"
"","10831","navigateToTableAndSearchBy","Training web Test Suite","Mon Dec 16 21:46:38 GMT 2024","passed","Mon Dec 16 21:46:49 GMT 2024","co.com.training.web.tests.FilteringOptionsTests","Filtering Options Test","co.com.training.web.tests.FilteringOptionsTests","navigateToTableAndSearchBy"
"","10744","filterBy","Training web Test Suite","Mon Dec 16 21:46:26 GMT 2024","passed","Mon Dec 16 21:46:37 GMT 2024","co.com.training.web.tests.FilteringOptionsTests","Filtering Options Test","co.com.training.web.tests.FilteringOptionsTests","filterBy"
"","12210","navigateToTableAndSearchBy","Training web Test Suite (0)","Mon Dec 16 21:47:21 GMT 2024","passed","Mon Dec 16 21:47:33 GMT 2024","co.com.training.web.tests.FilteringOptionsTests","My First Test","co.com.training.web.tests.FilteringOptionsTests","navigateToTableAndSearchBy"
"","12036","failedPasswordRegistration","Training web Test Suite","Mon Dec 16 21:46:51 GMT 2024","passed","Mon Dec 16 21:47:03 GMT 2024","co.com.training.web.tests.RegistrationLoginTests","My Registration Test","co.com.training.web.tests.RegistrationLoginTests","failedPasswordRegistration"
"","11229","filterBy","Training web Test Suite","Mon Dec 16 21:46:12 GMT 2024","passed","Mon Dec 16 21:46:23 GMT 2024","co.com.training.web.tests.FilteringOptionsTests","Filtering Options Test","co.com.training.web.tests.FilteringOptionsTests","filterBy"
